,Unnamed: 0,Áö¿ªÄÚµå,¹ýÁ¤µ¿,°Å·¡ÀÏ,¾ÆÆÄÆ®,Áö¹ø,Àü¿ë¸éÀû,Ãþ,°ÇÃà³âµµ,°Å·¡±Ý¾×,Æò´ç°¡°Ý,°Å·¡ÁÖ
13863,1,11410,³²°¡ÁÂµ¿,2014-02-23,³²°¡ÁÂ»ï¼º,377,84.9,16,2000,39600,466.4310954063604,425
13864,1,11410,³²°¡ÁÂµ¿,2014-02-23,³²°¡ÁÂ»ï¼º,377,59.97,15,2000,29800,496.91512422878105,425
13865,1,11410,³²°¡ÁÂµ¿,2014-02-23,³²°¡ÁÂ»ï¼º,377,59.93,1,2000,26000,433.83947939262475,425
13866,1,11410,³²°¡ÁÂµ¿,2014-02-25,DMC¼¾Æ®·¹ºô,381,59.95,8,2010,38950,649.7080900750625,425
13867,1,11410,³²°¡ÁÂµ¿,2014-02-26,DMC¼¾Æ®·¹ºô,381,84.87,7,2010,47400,558.5012371862849,425
13868,1,11410,³²°¡ÁÂµ¿,2014-02-26,³²°¡ÁÂ»ï¼º,377,84.9,9,2000,39000,459.3639575971731,425
13869,1,11410,³²°¡ÁÂµ¿,2014-02-27,³²°¡ÁÂ»ï¼º,377,59.59,7,2000,29900,501.7620406108407,425
13870,1,11410,³²°¡ÁÂµ¿,2014-02-28,³²°¡ÁÂµ¿Çö´ë,376,59.4,9,1999,26200,441.0774410774411,425
13876,1,11410,³ÃÃµµ¿,2014-02-26,µ·ÀÇ¹®¼¾Æ®·¹ºô,261,84.99,13,2011,59900,704.7887986821979,425
13891,1,11410,ºÏ°¡ÁÂµ¿,2014-02-24,DMCÇÑ¾ç,431,116.76,1,1987,35500,304.0424803014731,425
13892,1,11410,ºÏ°¡ÁÂµ¿,2014-02-24,DMCÇÑ¾ç,431,65.34,7,1987,24150,369.605142332415,425
13893,1,11410,ºÏ°¡ÁÂµ¿,2014-02-25,DMCÇÑ¾ç,431,105.88,5,1987,35500,335.2852285606347,425
13894,1,11410,ºÏ°¡ÁÂµ¿,2014-02-25,ºÏ°¡ÁÂ»ïÈ£,449,75.75,9,1996,32800,433.003300330033,425
13895,1,11410,ºÏ°¡ÁÂµ¿,2014-02-26,DMCÇÑ¾ç,431,65.34,1,1987,21800,333.6394245485154,425
13896,1,11410,ºÏ°¡ÁÂµ¿,2014-02-26,DMCÈÞ¸Õºô¾ÆÆÄÆ®,456,114.53,7,2008,43300,378.0668820396403,425
13897,1,11410,ºÏ°¡ÁÂµ¿,2014-02-27,DMCÇö´ë¾ÆÆÄÆ®,453,84.95,14,2000,31500,370.8063566804002,425
13898,1,11410,ºÏ°¡ÁÂµ¿,2014-02-28,DMCÇÑ¾ç,431,116.76,6,1987,36500,312.60705721137373,425
13899,1,11410,ºÏ°¡ÁÂµ¿,2014-02-28,ºÏ°¡ÁÂµ¿ÀÌ·£µåÇØ°¡µç,460,84.91,3,2007,37800,445.1772464962902,425
13908,1,11410,ºÏ¾ÆÇöµ¿,2014-02-25,µÎ»ê,1009,59.96,9,1999,29900,498.6657771847899,425
13909,1,11410,ºÏ¾ÆÇöµ¿,2014-02-26,µÎ»ê,1009,59.96,3,1999,28000,466.97798532354904,425
13918,1,11410,¿¬Èñµ¿,2014-02-24,¿¬ÈñÀÚÀÌ¿¤¶ó,745,13.642,10,2014,14828,1086.9373992083272,425
13919,1,11410,¿¬Èñµ¿,2014-02-24,¿¬ÈñÀÚÀÌ¿¤¶ó,745,13.642,10,2014,14828,1086.9373992083272,425
13920,1,11410,¿¬Èñµ¿,2014-02-24,È«¿¬,729,52.23,3,1981,17300,331.227264024507,425
13921,1,11410,¿¬Èñµ¿,2014-02-25,¼±¸í(102µ¿),703-25,62.54,2,2004,26000,415.7339302846178,425
13922,1,11410,¿¬Èñµ¿,2014-02-26,È«¿¬,729,52.23,3,1981,17450,334.0991767183611,425
13923,1,11410,¿¬Èñµ¿,2014-02-27,¿¬ÈñÀÚÀÌ¿¤¶ó,745,13.642,12,2014,14980,1098.0794604896644,425
13924,1,11410,¿¬Èñµ¿,2014-02-28,Á¦ÀÏ,711-32,56.86,4,1980,18498,325.3253605346465,425
13939,1,11410,ÃæÁ¤·Î3°¡,2014-02-28,ÃæÁ¤¼Ö·¹µð¿ò(102µ¿),30-2,80.47,7,2005,36000,447.371691313533,425
13940,1,11410,ÃæÁ¤·Î3°¡,2014-02-28,¿ì¸®À¯¾Ø¹Ì,466,84.73,17,2008,44500,525.1976867697391,425
13972,1,11410,È«Àºµ¿,2014-02-24,Ç³¸²2,453-2,58.5,1,1990,20000,341.88034188034186,425
13973,1,11410,È«Àºµ¿,2014-02-25,È«Àºµ¿º®»ê,455,58.64,7,1997,25100,428.0354706684857,425
13974,1,11410,È«Àºµ¿,2014-02-25,È«Àº¹Ì¼º,186-1,83.61,8,1985,29500,352.82860901806004,425
13975,1,11410,È«Àºµ¿,2014-02-25,µÎ»ê,456,59.61,4,1997,26000,436.1684281160879,425
13976,1,11410,È«Àºµ¿,2014-02-25,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,130.539,12,2002,48000,367.70620274400756,425
13977,1,11410,È«Àºµ¿,2014-02-25,¼¼ÇÑ½£¼Ó¸¶À»,»ê11-244,83.9,10,2002,28000,333.73063170441,425
13978,1,11410,È«Àºµ¿,2014-02-26,À¯¿ø,22,64.26,1,1987,19800,308.1232492997199,425
13979,1,11410,È«Àºµ¿,2014-02-26,À¯¿ø,22,64.26,4,1987,21700,337.69063180827885,425
13980,1,11410,È«Àºµ¿,2014-02-26,"Çö´ë(1,2Â÷)",202-5,73.98,6,1988,28400,383.8875371722087,425
13981,1,11410,È«Àºµ¿,2014-02-26,µÎ»ê,456,84.84,1,1997,30500,359.5002357378595,425
13982,1,11410,È«Àºµ¿,2014-02-27,È«Àºµ¿º®»ê,455,84.78,6,1997,33900,399.85845718329796,425
13983,1,11410,È«Àºµ¿,2014-02-27,È«Àºµ¿º®»ê,455,84.96,14,1997,35200,414.3126177024482,425
13984,1,11410,È«Àºµ¿,2014-02-27,È«Àº¼¾Æ®·¹ºô,461,59.96,6,2009,33200,553.7024683122081,425
13985,1,11410,È«Àºµ¿,2014-02-28,È«Àº¼¾Æ®·¹ºô,461,84.84,10,2009,43800,516.2659123055163,425
14032,1,11410,È«Á¦µ¿,2014-02-23,È«Á¦ÇÑ¾ç,82,84.77,5,1993,38800,457.7090951987732,425
14033,1,11410,È«Á¦µ¿,2014-02-24,Ã»±¸1Â÷,453,84.78,5,1994,37750,445.2701108752064,425
14034,1,11410,È«Á¦µ¿,2014-02-24,¹®È­ÃÌÇö´ë,463,84.99,2,2002,33500,394.16401929638783,425
14035,1,11410,È«Á¦µ¿,2014-02-25,ÀÎ¿Õ»ê¾î¿ï¸²,467,120.34,10,2006,54000,448.72860229350175,425
14036,1,11410,È«Á¦µ¿,2014-02-25,¹®È­ÃÌÇö´ë,463,84.99,18,2002,36500,429.462289681139,425
14037,1,11410,È«Á¦µ¿,2014-02-26,¹®È­ÃÌÇö´ë,463,59.94,13,2002,25900,432.0987654320988,425
14038,1,11410,È«Á¦µ¿,2014-02-27,Çö´ë±×¸°,455,84.96,11,1996,31700,373.1167608286253,425
14039,1,11410,È«Á¦µ¿,2014-02-27,¹®È­ÃÌÇö´ë,463,59.94,17,2002,27500,458.79212545879216,425
14040,1,11410,È«Á¦µ¿,2014-02-28,È«Á¦¿øÇö´ë(459-0),459,114.72,17,2000,54500,475.06973500697353,425
14041,1,11410,È«Á¦µ¿,2014-02-28,À¯¿øÇÏ³ª,454,72.34,6,1996,25700,355.26679568703344,425
14042,1,11410,³²°¡ÁÂµ¿,2014-03-01,³²°¡ÁÂµ¿Çö´ë,376,59.4,16,1999,26700,449.4949494949495,425
14106,1,11410,¿¬Èñµ¿,2014-03-01,½Ã¹Î,188-41,51.57,2,1978,9000,174.52006980802793,425
14127,1,11410,¿µÃµµ¿,2014-03-01,µ¶¸³¹®»ïÈ£,100,108.63,3,1995,51500,474.0863481542852,425
14153,1,11410,È«Àºµ¿,2014-03-01,¼¼ÇÑ½£¼Ó¸¶À»,»ê11-244,83.9,8,2002,28800,343.2657926102503,425
14154,1,11410,È«Àºµ¿,2014-03-01,"Çö´ë(1,2Â÷)",202-5,84.77,1,1989,32500,383.39035035979714,425
14155,1,11410,È«Àºµ¿,2014-03-01,È«Àº¼¾Æ®·¹ºô,461,59.96,4,2009,32500,542.0280186791194,425
14156,1,11410,È«Àºµ¿,2014-03-01,È«Àºµ¿Ç³¸²¾ÆÀÌ¿ø,460,116.101,7,2002,40000,344.52760958131284,425
14157,1,11410,È«Àºµ¿,2014-03-01,È«Àºµ¿º®»ê,455,84.78,6,1997,33700,397.49941023826375,425
14191,1,11410,È«Á¦µ¿,2014-03-01,À¯¿øÇÏ³ª,454,112.14,2,1996,33900,302.3006955591225,425
14192,1,11410,È«Á¦µ¿,2014-03-01,ÀÎ¿Õ»êÇö´ë,460,59.93,11,2000,31000,517.270148506591,425
14193,1,11410,È«Á¦µ¿,2014-03-01,È«Á¦»ï¼º·¡¹Ì¾È,461,114.75,1,2001,48000,418.30065359477123,425
14194,1,11410,È«Á¦µ¿,2014-03-01,ÀÎ¿Õ»êº®»ê,465,84.63,2,2003,34500,407.6568592697625,425
14195,1,11410,È«Á¦µ¿,2014-03-01,³²¾ç,457,59.94,5,1999,25000,417.08375041708376,425
