,Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,평당가격,거래주
33076,1,11380,갈현동,2019-08-24,메카,543,84.3,7,2001,35750,424.08066429418744,711
33099,1,11380,녹번동,2019-08-18,북한산푸르지오,281,84.99,8,2015,84500,994.2346158371573,711
33100,1,11380,녹번동,2019-08-20,녹번JR아파트,280-1,59.86600000000001,7,2002,44000,734.974777001971,711
33101,1,11380,녹번동,2019-08-21,북한산푸르지오,281,84.99,8,2015,80000,941.2872102600306,711
33102,1,11380,녹번동,2019-08-21,힐스테이트녹번,282,59.938,13,2019,82000,1368.0803496946844,711
33108,1,11380,대조동,2019-08-18,미래하임(6-19),6-19,30.62,5,2014,24000,783.8014369693011,711
33109,1,11380,대조동,2019-08-24,삼성타운,231,59.4,4,1997,39500,664.983164983165,711
33110,1,11380,대조동,2019-08-24,대조리치빌III,4-8,30.02,13,2014,29000,966.0226515656229,711
33125,1,11380,불광동,2019-08-19,라이프미성,248,66.7,5,1988,53700,805.0974512743628,711
33126,1,11380,불광동,2019-08-19,대호아파트,629,59.7,2,1999,40500,678.3919597989949,711
33127,1,11380,불광동,2019-08-23,북한산래미안아파트(1단지),638,114.9986,3,2010,65000,565.2242722954888,711
33128,1,11380,불광동,2019-08-24,북한산래미안아파트(1단지),638,114.9986,6,2010,85000,739.1394330017931,711
33135,1,11380,수색동,2019-08-24,대림한숲,415-1,59.895,14,2003,50200,838.1334001168711,711
33136,1,11380,수색동,2019-08-24,대림한숲,415-1,114.18,13,2003,73500,643.7204414083027,711
33162,1,11380,신사동,2019-08-19,은평신사두산위브,370,84.958,9,2006,57900,681.5132182960992,711
33163,1,11380,신사동,2019-08-21,두산위브2차,371,84.99,9,2011,65000,764.7958583362749,711
33164,1,11380,신사동,2019-08-22,굿모닝기룡(369-0),369,83.53,6,2005,37500,448.94050041901113,711
33165,1,11380,신사동,2019-08-24,신성수정,358,84.8,2,1996,38000,448.11320754716985,711
33166,1,11380,신사동,2019-08-24,라이프미성,140-1,63.53,10,1987,37000,582.4020147961593,711
33180,1,11380,역촌동,2019-08-19,역촌센트레빌,232,113.92,11,2011,64500,566.186797752809,711
33181,1,11380,역촌동,2019-08-20,코아,79-50,82.4,5,2003,32630,395.99514563106794,711
33244,1,11380,응암동,2019-08-18,백련산힐스테이트2차,760,59.63,5,2011,55000,922.3545195371457,711
33245,1,11380,응암동,2019-08-19,백련산힐스테이트1차,759,59.63,2,2011,52300,877.0752976689586,711
33246,1,11380,응암동,2019-08-20,밝은문,427-113,43.82,9,2014,31400,716.5677772706526,711
33247,1,11380,응암동,2019-08-20,모아(365-35),365-35,82.41,2,2006,32300,391.94272539740325,711
33248,1,11380,응암동,2019-08-21,백련산힐스테이트 4차,764,59.98,16,2018,67000,1117.039013004335,711
33249,1,11380,응암동,2019-08-21,백련산힐스테이트3차,761,59.63,13,2011,57000,955.894683883951,711
33250,1,11380,응암동,2019-08-22,신동아,197-78,52.71,12,1990,27000,512.2367672168469,711
33251,1,11380,응암동,2019-08-22,자선메르시안102동(123-25),123-25,50.52,3,2002,27100,536.4212193190815,711
33252,1,11380,응암동,2019-08-23,백련산힐스테이트 4차,764,59.98,12,2018,65500,1092.0306768922974,711
33253,1,11380,응암동,2019-08-23,백련산힐스테이트1차,759,59.63,12,2011,52500,880.4293141036391,711
33254,1,11380,응암동,2019-08-23,백련산힐스테이트 4차,764,59.98,4,2018,65000,1083.6945648549518,711
33255,1,11380,응암동,2019-08-24,백련산힐스테이트 4차,764,84.98,9,2018,75000,882.5606024947045,711
33256,1,11380,응암동,2019-08-24,백련산힐스테이트3차,761,59.87,2,2011,53000,885.2513779856356,711
33257,1,11380,응암동,2019-08-24,거장메카,577-28,32.38,3,2019,24900,768.99320568252,711
33292,1,11380,진관동,2019-08-19,은평뉴타운상림마을(현대아이파크B-11),15,101.61,13,2008,76000,747.9578781615983,711
33293,1,11380,진관동,2019-08-19,은평뉴타운엘크루,65,59.98,14,2017,59900,998.6662220740247,711
33294,1,11380,진관동,2019-08-19,은평뉴타운 박석고개(힐스테이트13단지),123,101.76,4,2008,87000,854.9528301886792,711
33295,1,11380,진관동,2019-08-20,은평뉴타운 박석고개(힐스테이트1단지),102,84.72,8,2009,81000,956.0906515580737,711
33296,1,11380,진관동,2019-08-20,은평뉴타운 마고정(센트레빌3단지),107,167.14,6,2009,89300,534.2826373100395,711
33297,1,11380,진관동,2019-08-21,은평뉴타운 우물골(두산위브7단지),84,84.54,11,2010,74000,875.3252898036432,711
33298,1,11380,진관동,2019-08-23,은평뉴타운 마고정2단지,105,167.14,7,2009,90000,538.4707430896256,711
33299,1,11380,진관동,2019-08-24,은평뉴타운상림마을(롯데캐슬A-1),19,84.79,4,2008,67000,790.1875221134567,711
